poliza;Sexo;sri;gdi;sin;ant_comp;ant_perm;edad;ant_veh
2002052148;Mujer;Urbano;Garantía daños propios contratada;0;0;13;49;0
2002054679;Hombre;Urbano;No contratada;0;0;21;50;10
2002158039;Hombre;Urbano;No contratada;0;0;27;45;2
2002354626;Hombre;Urbano;No contratada;0;0;23;59;6
2002860528;Hombre;No urbano;No contratada;0;0;13;50;19
2002861483;Hombre;No urbano;No contratada;0;0;14;40;6
2002868275;Hombre;No urbano;No contratada;0;0;0;18;10
2002870371;Hombre;No urbano;No contratada;1;0;35;60;3
2002876956;Hombre;No urbano;No contratada;0;0;20;38;2
2002877670;Hombre;No urbano;Garantía daños propios contratada;0;0;33;51;0
2002965212;Hombre;No urbano;No contratada;0;0;39;57;5
2002965881;Mujer;No urbano;Garantía daños propios contratada;0;0;2;20;2
2002983887;Hombre;Urbano;No contratada;0;0;12;30;9
2003150934;Hombre;No urbano;No contratada;0;0;42;60;7
2003153791;Hombre;Urbano;Garantía daños propios contratada;0;0;31;49;0
2003252459;Hombre;Urbano;No contratada;0;0;22;40;0
2003360482;Hombre;Urbano;No contratada;1;0;22;40;11
2004188189;Hombre;No urbano;No contratada;0;0;14;60;4
2004194315;Hombre;No urbano;No contratada;0;0;0;18;7
2004195703;Hombre;Urbano;No contratada;0;0;0;18;3
2004555311;Mujer;No urbano;No contratada;0;0;12;30;10
2004556607;Hombre;No urbano;No contratada;1;0;24;50;6
2004556747;Hombre;No urbano;Garantía daños propios contratada;0;0;32;50;0
2004673419;Mujer;No urbano;No contratada;0;0;26;50;0
2004682500;Hombre;Urbano;No contratada;0;0;21;39;3
2004754289;Hombre;Urbano;No contratada;0;0;24;42;4
2004854237;Hombre;No urbano;No contratada;0;0;13;40;6
2004860995;Mujer;No urbano;Garantía daños propios contratada;0;0;11;39;0
2004861165;Hombre;Urbano;No contratada;0;0;22;40;9
2004863999;Mujer;Urbano;Garantía daños propios contratada;0;0;32;60;5
2004865580;Hombre;Urbano;No contratada;0;0;22;40;7
2005053034;Hombre;No urbano;No contratada;0;0;11;29;12
2005053557;Hombre;No urbano;No contratada;0;0;42;60;2
2005061615;Hombre;Urbano;No contratada;0;0;14;40;1
2005063858;Hombre;Urbano;No contratada;0;0;15;50;0
2005461809;Mujer;Urbano;Garantía daños propios contratada;0;0;12;30;3
2005551325;Hombre;No urbano;Garantía daños propios contratada;0;0;0;18;0
2006253646;Hombre;Urbano;No contratada;0;0;26;44;7
2006254996;Mujer;Urbano;No contratada;0;0;20;39;6
2006853702;Hombre;Urbano;Garantía daños propios contratada;0;0;23;41;0
2008151002;Mujer;No urbano;Garantía daños propios contratada;0;0;32;50;0
2008754253;Mujer;No urbano;No contratada;0;0;12;30;0
2010951316;Hombre;Urbano;Garantía daños propios contratada;0;0;23;41;0
2011452188;Hombre;No urbano;No contratada;0;0;33;51;4
2011453321;Hombre;No urbano;No contratada;0;0;22;40;5
2011851761;Mujer;No urbano;No contratada;0;0;9;30;0
2012452528;Hombre;No urbano;No contratada;0;0;15;39;12
2013250671;Hombre;Urbano;Garantía daños propios contratada;0;0;26;49;0
2019151294;Hombre;No urbano;No contratada;0;0;32;50;2
2019252809;Hombre;No urbano;Garantía daños propios contratada;0;0;40;58;0
2019352419;Hombre;No urbano;No contratada;0;0;1;19;7
3246000017;Mujer;No urbano;No contratada;0;0;21;39;10
3428000027;Hombre;No urbano;No contratada;0;0;23;41;8
3910000003;Hombre;Urbano;No contratada;0;0;12;30;6
5056000002;Mujer;Urbano;No contratada;0;0;1;19;4
8400500868;Hombre;Urbano;No contratada;0;16;18;60;7
8400900239;Hombre;No urbano;Garantía daños propios contratada;0;16;26;50;2
8401803133;Hombre;No urbano;No contratada;0;16;13;39;5
8402801197;Hombre;Urbano;Garantía daños propios contratada;0;16;13;31;7
8403301725;Hombre;Urbano;No contratada;0;16;32;50;1
8404400651;Hombre;Urbano;Garantía daños propios contratada;0;16;28;59;8
8404703627;Hombre;No urbano;Garantía daños propios contratada;0;16;29;47;28
8405002264;Hombre;Urbano;Garantía daños propios contratada;0;16;22;40;3
8405003028;Mujer;Urbano;Garantía daños propios contratada;0;16;22;40;3
8500856608;Hombre;Urbano;No contratada;1;15;25;43;8
8501700608;Hombre;Urbano;No contratada;0;15;31;49;3
8502801578;Hombre;No urbano;Garantía daños propios contratada;0;15;20;50;15
8502953406;Hombre;No urbano;No contratada;0;15;27;50;6
8503000134;Hombre;No urbano;No contratada;0;15;34;52;6
8503390374;Hombre;No urbano;No contratada;0;15;21;39;15
8504400174;Hombre;Urbano;No contratada;0;15;25;50;10
8508200570;Hombre;No urbano;No contratada;0;15;31;49;7
8511200687;Hombre;No urbano;No contratada;0;15;21;39;5
8511400136;Hombre;No urbano;Garantía daños propios contratada;0;15;12;30;0
8600853094;Mujer;Urbano;No contratada;0;14;25;50;6
8600862930;Mujer;Urbano;Garantía daños propios contratada;0;14;25;43;0
8601455070;Hombre;No urbano;No contratada;0;14;12;49;4
8601652523;Hombre;No urbano;Garantía daños propios contratada;0;14;22;40;3
8602354070;Hombre;No urbano;Garantía daños propios contratada;0;14;32;50;1
8603051403;Mujer;Urbano;No contratada;0;14;25;50;12
8603157186;Hombre;No urbano;Garantía daños propios contratada;0;14;21;39;3
8603200453;Hombre;No urbano;Garantía daños propios contratada;0;14;22;40;4
8604200554;Hombre;Urbano;Garantía daños propios contratada;0;14;21;39;8
8604651448;Hombre;No urbano;No contratada;0;14;23;41;8
8604655887;Hombre;No urbano;No contratada;0;14;23;41;0
8605400995;Hombre;No urbano;Garantía daños propios contratada;0;14;25;43;8
8606750665;Hombre;Urbano;Garantía daños propios contratada;0;14;16;60;8
8607602008;Hombre;No urbano;Garantía daños propios contratada;1;14;27;45;7
8607602757;Hombre;No urbano;No contratada;0;14;26;44;4
8608300291;Hombre;No urbano;Garantía daños propios contratada;0;14;22;40;1
8608300412;Hombre;No urbano;No contratada;0;14;7;60;14
8610251355;Hombre;Urbano;No contratada;1;14;18;60;10
8610902991;Hombre;Urbano;No contratada;0;14;23;41;8
8612400295;Hombre;Urbano;Garantía daños propios contratada;0;14;23;41;6
8700201488;Hombre;No urbano;No contratada;0;13;11;29;7
8700603328;Hombre;No urbano;No contratada;0;13;22;40;1
8700806604;Mujer;Urbano;Garantía daños propios contratada;0;13;25;60;7
8700813542;Hombre;Urbano;No contratada;0;13;12;30;12
8700901426;Hombre;No urbano;No contratada;0;13;32;50;7
8701405552;Hombre;No urbano;No contratada;0;13;22;40;8
8701501481;Hombre;Urbano;Garantía daños propios contratada;0;13;32;50;7
8701705544;Hombre;Urbano;No contratada;0;13;15;39;3
8701905593;Hombre;No urbano;No contratada;0;13;16;50;2
8702310640;Hombre;Urbano;No contratada;0;13;0;18;10
8702311825;Hombre;No urbano;Garantía daños propios contratada;0;13;14;59;6
8702902322;Hombre;No urbano;Garantía daños propios contratada;0;13;14;39;0
8703101358;Hombre;No urbano;Garantía daños propios contratada;0;13;33;51;6
8703102600;Hombre;Urbano;No contratada;1;13;0;18;8
8703303206;Hombre;Urbano;No contratada;0;13;26;44;13
8703305452;Hombre;No urbano;No contratada;0;13;19;37;11
8703401767;Mujer;Urbano;Garantía daños propios contratada;0;13;22;40;0
8704101275;Mujer;No urbano;No contratada;0;13;20;59;7
8704119952;Hombre;Urbano;No contratada;0;13;26;49;6
8704703589;Hombre;No urbano;No contratada;0;13;12;30;8
8704900445;Hombre;No urbano;Garantía daños propios contratada;0;13;15;40;6
8704900735;Hombre;No urbano;No contratada;0;13;32;60;4
8705012209;Mujer;No urbano;No contratada;0;13;1;19;9
8705102914;Hombre;Urbano;Garantía daños propios contratada;0;13;30;48;7
8705501200;Hombre;Urbano;No contratada;0;13;22;40;7
8706100474;Mujer;No urbano;No contratada;0;13;23;60;6
8706203610;Hombre;No urbano;No contratada;0;13;29;47;11
8706702722;Hombre;No urbano;No contratada;0;13;27;50;8
8707701960;Mujer;Urbano;Garantía daños propios contratada;0;13;27;60;13
8710900373;Hombre;Urbano;No contratada;0;14;19;37;12
8711553685;Hombre;No urbano;No contratada;0;13;26;50;6
8711600989;Hombre;No urbano;Garantía daños propios contratada;0;13;22;40;6
8801901843;Hombre;No urbano;Garantía daños propios contratada;0;12;11;29;1
8802304381;Hombre;Urbano;No contratada;0;12;33;51;12
8802601056;Hombre;Urbano;No contratada;0;12;21;39;6
8802804647;Hombre;No urbano;Garantía daños propios contratada;0;12;22;40;7
8803200140;Hombre;No urbano;No contratada;1;12;29;47;9
8804201475;Mujer;Urbano;Garantía daños propios contratada;0;12;14;60;12
8804302822;Hombre;Urbano;No contratada;0;12;28;46;0
8804600203;Hombre;No urbano;No contratada;0;13;25;60;0
8805006356;Hombre;No urbano;No contratada;0;12;37;59;4
8805400334;Hombre;No urbano;No contratada;0;12;21;39;14
8808100990;Hombre;Urbano;Garantía daños propios contratada;0;12;12;30;8
8815801998;Mujer;Urbano;Garantía daños propios contratada;0;12;22;40;5
8902304456;Hombre;Urbano;No contratada;0;11;32;60;11
8902602078;Hombre;Urbano;Garantía daños propios contratada;1;11;23;41;6
8903102806;Hombre;Urbano;No contratada;0;11;18;60;8
8903200736;Hombre;No urbano;No contratada;0;11;22;40;6
8904001407;Hombre;Urbano;No contratada;0;11;25;60;4
8904002055;Hombre;Urbano;No contratada;0;11;12;30;5
8904100049;Hombre;Urbano;No contratada;0;11;30;59;15
8904500539;Hombre;No urbano;Garantía daños propios contratada;0;11;21;39;1
8904501133;Hombre;Urbano;Garantía daños propios contratada;0;11;28;46;0
8905501138;Hombre;No urbano;Garantía daños propios contratada;0;11;31;60;2
8908500025;Hombre;No urbano;No contratada;0;11;6;49;2
8910901705;Hombre;Urbano;No contratada;0;11;31;49;8
8912400023;Hombre;No urbano;No contratada;0;11;2;20;2
8915203156;Hombre;No urbano;Garantía daños propios contratada;0;11;24;42;11
8919500542;Hombre;No urbano;No contratada;0;11;12;30;4
9001300307;Hombre;No urbano;Garantía daños propios contratada;0;10;30;59;3
9001402741;Hombre;No urbano;Garantía daños propios contratada;0;10;16;60;2
9001901701;Hombre;No urbano;No contratada;0;10;24;42;7
9002300512;Hombre;Urbano;No contratada;0;10;15;40;7
9003105689;Hombre;No urbano;No contratada;0;10;33;51;15
9003107230;Hombre;No urbano;No contratada;0;10;24;42;12
9004350366;Hombre;No urbano;No contratada;0;10;12;30;2
9004604401;Hombre;No urbano;Garantía daños propios contratada;0;10;14;49;3
9006601614;Hombre;Urbano;No contratada;0;10;16;50;9
9008500868;Hombre;No urbano;Garantía daños propios contratada;0;10;22;40;1
9008701097;Mujer;Urbano;No contratada;0;10;12;30;11
9010200362;Hombre;Urbano;Garantía daños propios contratada;0;10;15;49;1
9011800957;Hombre;No urbano;No contratada;1;10;23;41;10
9012102557;Mujer;No urbano;Garantía daños propios contratada;0;10;12;30;13
9012400370;Hombre;No urbano;Garantía daños propios contratada;0;10;14;59;8
9019401380;Hombre;Urbano;No contratada;0;10;11;29;1
9100150279;Hombre;Urbano;Garantía daños propios contratada;0;9;12;30;3
9100501393;Hombre;Urbano;No contratada;0;9;10;30;3
9100501479;Hombre;No urbano;No contratada;0;9;15;50;6
9100608599;Hombre;No urbano;No contratada;0;9;13;60;8
9101900588;Hombre;No urbano;No contratada;0;9;11;30;8
9102901974;Hombre;No urbano;No contratada;0;9;22;40;13
9102913190;Hombre;No urbano;No contratada;1;9;33;51;9
9104050441;Mujer;No urbano;No contratada;0;9;22;40;9
9104620379;Hombre;No urbano;Garantía daños propios contratada;0;9;33;51;0
9104851686;Mujer;No urbano;Garantía daños propios contratada;0;9;23;41;6
9105001887;Hombre;No urbano;No contratada;0;9;7;60;8
9105051143;Mujer;No urbano;No contratada;0;9;2;20;6
9106209227;Hombre;No urbano;Garantía daños propios contratada;0;9;16;49;3
9119300411;Hombre;No urbano;No contratada;0;9;35;53;8
9119401668;Hombre;No urbano;No contratada;0;9;22;40;6
9119401897;Hombre;No urbano;No contratada;0;9;22;40;7
9119401928;Hombre;No urbano;Garantía daños propios contratada;0;9;24;49;1
9119500801;Hombre;Urbano;Garantía daños propios contratada;0;9;2;20;9
9200405768;Hombre;Urbano;No contratada;0;8;38;59;8
9200500940;Hombre;Urbano;No contratada;0;8;20;38;14
9200609381;Hombre;No urbano;No contratada;0;8;11;29;11
9200800276;Hombre;No urbano;No contratada;0;8;44;62;9
9200832567;Hombre;No urbano;No contratada;0;8;33;51;8
9201051165;Hombre;No urbano;No contratada;0;8;13;40;8
9201051722;Hombre;No urbano;No contratada;0;8;27;45;8
9201103338;Hombre;No urbano;Garantía daños propios contratada;0;8;22;40;8
9201803382;Mujer;Urbano;No contratada;0;8;4;29;14
9201950704;Hombre;Urbano;No contratada;0;8;4;40;8
9202354051;Hombre;No urbano;No contratada;0;8;31;49;8
9202600248;Hombre;Urbano;No contratada;0;8;22;40;8
9203100826;Hombre;No urbano;No contratada;0;8;20;39;9
9203151934;Hombre;No urbano;No contratada;0;8;22;40;8
9203302936;Mujer;Urbano;Garantía daños propios contratada;0;8;21;40;8
9203350344;Hombre;No urbano;No contratada;0;8;15;40;11
9203352011;Hombre;No urbano;Garantía daños propios contratada;0;8;11;30;8
9203701263;Hombre;No urbano;Garantía daños propios contratada;0;8;21;39;9
9204200231;Hombre;Urbano;No contratada;0;8;32;50;15
9204202181;Hombre;Urbano;No contratada;0;8;16;40;8
9204301686;Hombre;Urbano;No contratada;0;8;0;18;7
9204553596;Mujer;No urbano;Garantía daños propios contratada;0;8;17;60;0
9204601424;Hombre;No urbano;No contratada;0;8;32;50;9
9204652544;Hombre;No urbano;Garantía daños propios contratada;0;8;17;60;0
9204701424;Hombre;No urbano;No contratada;0;8;24;42;8
9204752829;Hombre;No urbano;No contratada;0;8;22;40;8
9204800328;Hombre;Urbano;Garantía daños propios contratada;0;8;31;49;0
9205150433;Hombre;No urbano;No contratada;0;8;2;20;7
9205701052;Hombre;Urbano;Garantía daños propios contratada;0;8;22;40;8
9206101403;Mujer;Urbano;Garantía daños propios contratada;0;8;12;30;6
9206150260;Hombre;No urbano;Garantía daños propios contratada;0;8;11;29;4
9206201900;Hombre;No urbano;Garantía daños propios contratada;0;8;20;50;3
9206650552;Hombre;No urbano;No contratada;0;8;30;50;12
9207702302;Hombre;Urbano;No contratada;0;8;11;29;12
9208103629;Hombre;Urbano;No contratada;0;8;23;41;8
9208350410;Hombre;No urbano;No contratada;0;8;17;35;8
9210310685;Mujer;No urbano;No contratada;0;8;18;60;7
9210350404;Hombre;No urbano;Garantía daños propios contratada;0;8;25;50;4
9210800472;Hombre;No urbano;No contratada;0;8;23;41;3
9210902159;Hombre;No urbano;No contratada;0;8;15;50;11
9211201518;Hombre;No urbano;No contratada;0;8;11;29;6
9212200845;Hombre;No urbano;No contratada;0;8;21;39;9
9212301986;Hombre;Urbano;No contratada;0;8;31;49;8
9212302374;Hombre;Urbano;Garantía daños propios contratada;0;8;11;29;2
9213201284;Hombre;No urbano;No contratada;0;8;22;40;11
9213202028;Hombre;No urbano;No contratada;0;8;20;50;8
9219402530;Hombre;No urbano;No contratada;0;8;14;40;0
9300315245;Hombre;No urbano;No contratada;0;7;13;39;9
9300352140;Hombre;No urbano;No contratada;0;7;29;50;3
9300500585;Hombre;No urbano;No contratada;1;7;22;40;14
9300609068;Mujer;No urbano;No contratada;0;7;28;49;4
9300801669;Hombre;No urbano;No contratada;0;7;16;40;14
9301000729;Hombre;Urbano;No contratada;0;7;32;60;7
9301308120;Hombre;Urbano;Garantía daños propios contratada;0;7;12;30;4
9301851676;Mujer;No urbano;No contratada;0;7;11;50;7
9302001464;Hombre;No urbano;No contratada;0;7;36;54;3
9302070604;Hombre;No urbano;Garantía daños propios contratada;0;7;12;30;1
9302104941;Hombre;No urbano;Garantía daños propios contratada;0;7;12;30;0
9302550290;Hombre;No urbano;Garantía daños propios contratada;0;7;35;60;10
9302700979;Hombre;No urbano;No contratada;0;7;33;51;7
9302805459;Mujer;No urbano;No contratada;0;7;26;44;8
9302910454;Mujer;No urbano;No contratada;0;7;12;30;9
9302911348;Hombre;No urbano;No contratada;0;7;26;44;7
9303071573;Hombre;No urbano;No contratada;0;7;13;39;7
9303202276;Hombre;No urbano;No contratada;0;7;12;30;7
9303350412;Mujer;No urbano;No contratada;0;7;12;30;0
9304126367;Hombre;Urbano;No contratada;0;7;21;40;9
9304772727;Hombre;No urbano;No contratada;0;7;0;18;7
9304850122;Hombre;No urbano;No contratada;0;7;24;42;3
9304852458;Hombre;No urbano;No contratada;0;7;12;30;7
9305011670;Mujer;No urbano;No contratada;0;7;25;60;2
9305071684;Hombre;No urbano;No contratada;0;7;0;18;12
9305402630;Hombre;No urbano;No contratada;0;7;22;40;4
9306100512;Hombre;No urbano;Garantía daños propios contratada;0;7;12;30;4
9307650324;Hombre;No urbano;Garantía daños propios contratada;0;7;25;50;8
9308170898;Hombre;No urbano;Garantía daños propios contratada;0;7;17;50;4
9311401008;Hombre;Urbano;No contratada;0;7;2;20;12
9311402289;Hombre;No urbano;Garantía daños propios contratada;0;7;31;49;8
9311450053;Mujer;No urbano;No contratada;0;7;22;40;3
9312201272;Hombre;No urbano;No contratada;0;7;12;30;7
9319150970;Hombre;No urbano;No contratada;0;7;2;20;12
9319500755;Hombre;Urbano;No contratada;0;7;12;30;13
9400151989;Hombre;Urbano;No contratada;0;6;32;50;6
9400201940;Hombre;No urbano;No contratada;0;6;31;49;6
9400314431;Hombre;No urbano;No contratada;0;6;0;18;5
9400809372;Hombre;No urbano;No contratada;0;6;0;18;4
9400859231;Hombre;No urbano;No contratada;0;6;17;59;7
9400860820;Hombre;No urbano;Garantía daños propios contratada;0;6;30;60;6
9400901139;Hombre;No urbano;Garantía daños propios contratada;0;6;13;31;0
9401000647;Hombre;Urbano;Garantía daños propios contratada;0;6;26;44;7
9401100309;Hombre;No urbano;No contratada;0;6;11;29;9
9401251332;Mujer;No urbano;Garantía daños propios contratada;0;6;0;18;5
9401500096;Hombre;No urbano;Garantía daños propios contratada;0;6;22;40;6
9401550324;Hombre;No urbano;No contratada;0;6;16;60;6
9402101661;Hombre;No urbano;No contratada;0;6;18;60;6
9402300936;Hombre;No urbano;No contratada;1;6;13;59;4
9402350597;Hombre;No urbano;No contratada;0;6;31;49;6
9402700923;Hombre;No urbano;No contratada;0;6;30;48;6
9402855933;Hombre;No urbano;No contratada;0;6;18;60;8
9402856349;Hombre;No urbano;No contratada;0;6;23;41;11
9402958613;Hombre;No urbano;No contratada;0;6;13;31;0
9403100313;Hombre;Urbano;No contratada;0;6;17;50;6
9403750590;Hombre;No urbano;No contratada;0;6;38;56;6
9403751528;Hombre;No urbano;No contratada;0;6;23;41;6
9403910063;Hombre;No urbano;Garantía daños propios contratada;0;6;22;40;5
9404000537;Hombre;No urbano;Garantía daños propios contratada;0;6;13;60;4
9404115209;Hombre;No urbano;No contratada;0;6;22;40;6
9404550458;Hombre;No urbano;No contratada;0;6;32;50;6
9404554381;Hombre;Urbano;No contratada;0;6;12;30;4
9404601426;Hombre;Urbano;No contratada;0;6;12;50;7
9404660253;Hombre;No urbano;No contratada;0;6;43;61;14
9404664770;Hombre;No urbano;No contratada;0;6;45;63;2
9404666401;Hombre;Urbano;No contratada;0;6;37;55;8
9404859690;Hombre;No urbano;Garantía daños propios contratada;0;6;10;40;9
9405009841;Hombre;Urbano;No contratada;0;6;23;41;7
9405058797;Hombre;Urbano;No contratada;0;6;33;51;6
9405152580;Hombre;No urbano;Garantía daños propios contratada;0;6;16;50;0
9407654947;Hombre;No urbano;No contratada;0;6;2;20;10
9408201496;Hombre;No urbano;Garantía daños propios contratada;0;6;16;40;6
9410803628;Mujer;No urbano;Garantía daños propios contratada;0;6;2;20;0
9410951127;Hombre;No urbano;Garantía daños propios contratada;0;6;27;45;6
9411600944;Hombre;No urbano;No contratada;0;6;12;30;10
9411650881;Hombre;No urbano;Garantía daños propios contratada;0;6;31;49;6
9412301005;Hombre;No urbano;No contratada;0;6;2;20;7
9412301206;Hombre;No urbano;Garantía daños propios contratada;0;6;23;41;6
9412301713;Hombre;No urbano;Garantía daños propios contratada;0;6;15;50;6
9419201660;Hombre;No urbano;No contratada;0;6;12;30;9
9500453735;Hombre;No urbano;No contratada;0;5;7;30;7
9500651471;Hombre;No urbano;No contratada;0;5;12;30;3
9500862463;Hombre;No urbano;No contratada;0;5;12;30;6
9500900221;Hombre;No urbano;No contratada;0;5;22;40;9
9501200245;Hombre;Urbano;No contratada;0;5;21;39;0
9501351549;Mujer;No urbano;Garantía daños propios contratada;0;5;21;39;5
9501551754;Hombre;Urbano;No contratada;0;5;35;60;11
9501651633;Mujer;Urbano;No contratada;0;5;5;40;0
9502301074;Hombre;Urbano;No contratada;0;5;22;40;5
9502400410;Hombre;No urbano;No contratada;0;5;12;30;7
9502855079;Hombre;No urbano;No contratada;0;5;36;54;7
9502955454;Hombre;Urbano;No contratada;0;5;26;59;6
9503050130;Hombre;No urbano;No contratada;0;5;12;30;5
9503101200;Hombre;No urbano;No contratada;0;5;23;41;9
9503151083;Hombre;Urbano;No contratada;0;5;13;40;6
9504158161;Hombre;Urbano;No contratada;0;5;15;59;5
9504310765;Hombre;Urbano;No contratada;0;5;27;60;12
9504752991;Mujer;No urbano;Garantía daños propios contratada;0;5;27;50;3
9504850998;Hombre;No urbano;No contratada;0;5;12;30;14
9504851143;Hombre;No urbano;No contratada;0;5;23;59;5
9504853813;Hombre;Urbano;No contratada;0;5;8;60;1
9508500849;Hombre;Urbano;No contratada;0;5;22;40;3
9510852890;Hombre;Urbano;No contratada;0;5;12;30;0
9510950074;Hombre;No urbano;No contratada;0;5;2;20;8
9510950174;Hombre;No urbano;No contratada;0;5;23;60;5
9510952239;Hombre;No urbano;No contratada;0;5;5;30;11
9513250933;Hombre;Urbano;No contratada;0;5;11;29;5
9600152039;Hombre;Urbano;No contratada;0;4;33;51;15
9600200132;Hombre;Urbano;Garantía daños propios contratada;0;4;2;20;1
9600830069;Hombre;No urbano;No contratada;0;4;17;59;5
9600871039;Hombre;Urbano;Garantía daños propios contratada;0;4;13;31;2
9601250075;Hombre;No urbano;Garantía daños propios contratada;0;4;0;18;6
9602851911;Hombre;No urbano;Garantía daños propios contratada;0;4;25;43;4
9603151898;Hombre;No urbano;No contratada;0;4;6;60;7
9603951453;Hombre;No urbano;No contratada;0;4;2;20;4
9604050816;Hombre;No urbano;No contratada;0;4;0;18;4
9604152267;Hombre;No urbano;No contratada;0;4;22;40;5
9604158244;Hombre;No urbano;No contratada;0;4;6;50;3
9604451388;Hombre;No urbano;No contratada;0;4;0;18;5
9604853576;Hombre;No urbano;Garantía daños propios contratada;0;4;26;50;1
9605051781;Hombre;Urbano;No contratada;0;4;36;60;4
9605052145;Hombre;Urbano;No contratada;0;4;34;52;9
9605152835;Hombre;No urbano;No contratada;0;4;17;59;6
9605156287;Hombre;Urbano;No contratada;0;4;13;31;8
9607450058;Hombre;No urbano;No contratada;1;4;0;18;13
9608900133;Hombre;No urbano;No contratada;0;4;2;20;10
9611450118;Hombre;No urbano;No contratada;0;4;21;39;10
9611452111;Hombre;No urbano;Garantía daños propios contratada;0;4;32;50;6
9612252646;Hombre;No urbano;No contratada;0;4;20;38;14
9612252738;Hombre;No urbano;No contratada;1;4;34;52;15
9612253785;Mujer;No urbano;Garantía daños propios contratada;0;4;2;20;0
9615550418;Hombre;No urbano;No contratada;0;4;0;18;0
9619252505;Hombre;Urbano;No contratada;0;4;2;20;7
9619651326;Hombre;Urbano;No contratada;0;4;27;49;4
9700152116;Hombre;No urbano;No contratada;0;3;7;50;8
9700353824;Hombre;Urbano;No contratada;0;3;33;51;3
9700361258;Hombre;Urbano;No contratada;0;3;34;52;3
9700654901;Hombre;Urbano;No contratada;0;3;25;43;1
9700863918;Hombre;No urbano;No contratada;0;3;2;20;6
9701254106;Hombre;No urbano;No contratada;0;3;27;45;3
9701453004;Hombre;No urbano;No contratada;0;3;27;50;11
9701857445;Hombre;Urbano;No contratada;0;3;13;31;9
9701954048;Hombre;No urbano;No contratada;0;3;2;20;3
9702356606;Hombre;Urbano;No contratada;0;3;12;30;8
9703153082;Hombre;No urbano;No contratada;0;3;18;59;8
9703355867;Hombre;Urbano;Garantía daños propios contratada;0;3;16;40;3
9704554060;Mujer;No urbano;Garantía daños propios contratada;0;3;2;20;3
9704659026;Mujer;No urbano;No contratada;0;3;16;39;3
9704674628;Hombre;Urbano;Garantía daños propios contratada;0;3;17;50;1
9704951114;Hombre;No urbano;No contratada;0;3;21;39;9
9705052006;Hombre;No urbano;No contratada;1;3;5;60;8
9705155252;Hombre;No urbano;No contratada;0;3;0;18;8
9706154026;Hombre;Urbano;Garantía daños propios contratada;0;3;22;40;4
9707652744;Mujer;No urbano;No contratada;0;3;10;50;10
9707752495;Hombre;No urbano;No contratada;0;3;5;39;9
9708150382;Hombre;No urbano;Garantía daños propios contratada;0;3;17;40;3
9708150574;Hombre;No urbano;No contratada;0;3;23;41;11
9708852476;Hombre;Urbano;No contratada;0;3;17;60;3
9710251565;Hombre;No urbano;No contratada;1;3;13;31;3
9710952172;Hombre;Urbano;No contratada;0;3;36;54;6
9711750349;Mujer;No urbano;Garantía daños propios contratada;0;3;16;50;8
9711850561;Hombre;No urbano;Garantía daños propios contratada;0;3;11;29;5
9719150953;Hombre;No urbano;Garantía daños propios contratada;0;3;30;60;1
9719650758;Hombre;Urbano;No contratada;0;3;32;50;5
9800151277;Hombre;No urbano;No contratada;0;2;34;52;2
9800352065;Hombre;No urbano;No contratada;0;2;18;60;4
9800352749;Hombre;Urbano;No contratada;0;2;16;34;11
9800750449;Mujer;No urbano;Garantía daños propios contratada;0;2;21;39;2
9800755997;Hombre;No urbano;No contratada;0;2;40;58;5
9800759624;Hombre;Urbano;No contratada;0;2;16;49;2
9800859440;Hombre;Urbano;No contratada;0;2;26;44;7
9800951365;Hombre;No urbano;No contratada;0;2;30;60;5
9801252300;Hombre;No urbano;No contratada;0;2;7;50;10
9801951161;Hombre;No urbano;No contratada;0;2;26;44;8
9802650489;Hombre;Urbano;No contratada;0;2;32;50;10
9802650755;Hombre;No urbano;No contratada;0;2;22;40;12
9802750233;Hombre;No urbano;No contratada;0;2;26;44;10
9802858192;Mujer;Urbano;Garantía daños propios contratada;1;2;0;18;2
9802862095;Hombre;No urbano;No contratada;0;2;0;18;11
9802866740;Mujer;No urbano;Garantía daños propios contratada;0;2;22;40;4
9802968111;Hombre;No urbano;No contratada;0;2;26;50;13
9803052656;Hombre;No urbano;No contratada;0;2;28;60;8
9803058820;Hombre;Urbano;No contratada;0;2;17;60;1
9803250597;Hombre;No urbano;No contratada;0;2;22;40;7
9803357951;Hombre;No urbano;No contratada;0;2;24;42;14
9803650832;Hombre;No urbano;No contratada;0;2;31;59;0
9803750789;Hombre;No urbano;Garantía daños propios contratada;0;2;16;50;8
9803951988;Mujer;No urbano;No contratada;1;2;11;60;6
9804550040;Hombre;No urbano;No contratada;0;2;26;49;6
9804550831;Hombre;No urbano;No contratada;0;2;14;50;5
9804557314;Hombre;Urbano;Garantía daños propios contratada;0;2;12;30;2
9804652102;Hombre;No urbano;No contratada;0;2;42;60;9
9804672872;Mujer;No urbano;Garantía daños propios contratada;0;2;15;40;1
9804677252;Mujer;Urbano;No contratada;0;2;25;43;5
9804755826;Hombre;No urbano;Garantía daños propios contratada;1;2;14;40;2
9804950406;Hombre;No urbano;Garantía daños propios contratada;1;2;22;40;2
9804951039;Hombre;No urbano;No contratada;0;2;20;49;13
9805056856;Hombre;No urbano;No contratada;1;2;9;29;7
9805063443;Mujer;No urbano;Garantía daños propios contratada;0;2;33;51;1
9806250915;Mujer;No urbano;No contratada;0;2;11;40;8
9806954012;Mujer;No urbano;No contratada;0;2;14;49;2
